,Unnamed: 0,business_id,name,city,state,postal_code,latitude,longitude,is_open,categories,attributes.GoodForKids,attributes.NoiseLevel,attributes.RestaurantsDelivery,attributes.GoodForMeal,attributes.Alcohol,attributes.Caters,attributes.WiFi,attributes.RestaurantsTakeOut,attributes.BusinessAcceptsCreditCards,attributes.Ambience,attributes.BusinessParking,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.OutdoorSeating,attributes.HasTV,attributes.BikeParking,attributes.RestaurantsReservations,attributes.RestaurantsPriceRange2,attributes.RestaurantsAttire,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.Music,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.BestNights,attributes.WheelchairAccessible,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.HairSpecializesIn,attributes.Corkage,attributes.BYOB,attributes.DietaryRestrictions,attributes.Open24Hours,attributes.RestaurantsCounterService,hours.Monday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,hours.Tuesday,order,circle
36025,9801,117534,Wendy's,Brampton,ON,L6T 5N9,43.7019214,-79.7121212,1,"Fast Food, Burgers, Restaurants",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128036,0
36526,10302,20230,Wendy's,Oakville,ON,L6H 6N9,43.4840689,-79.7136419,1,"Fast Food, Restaurants, Burgers",TRUE,,FALSE,,u'none',,,TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,134625,0
36633,10409,126906,Wendy's,Newmarket,ON,L3Y 8X4,44.0661183,-79.4283233,1,"Burgers, Restaurants, Fast Food",TRUE,,FALSE,,,,,TRUE,,,,,TRUE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,135976,0
37208,10984,126519,Wendy's,Toronto,ON,M8Z 5E7,43.61571641,-79.52477881,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",'none',TRUE,'free',TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-0:30,10:30-0:30,10:30-0:30,10:30-0:30,10:30-0:30,10:30-23:30,10:30-0:30,143306,0
37305,11081,15483,Wendy's Richmond Hill,Richmond Hill,ON,L4S 1P3,43.87660014,-79.41303644,1,"Burgers, Restaurants, Fast Food, Salad",TRUE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'none',FALSE,'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,144529,0
38162,61,191896,Wendy's,Pittsburgh,PA,15232,40.45712665,-79.93779737,1,"Fast Food, Restaurants, Burgers",TRUE,u'quiet',FALSE,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'none',FALSE,'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,TRUE,TRUE,0,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,2504,0
38189,88,38303,Wendy's,Pittsburgh,PA,15205,40.4290341,-80.0532024,1,"Restaurants, Fast Food, Burgers",TRUE,'average',FALSE,,'none',FALSE,'free',TRUE,TRUE,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,0,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,3734,1
38309,208,154825,Wendy's,Pittsburgh,PA,15233,40.45030268,-80.01896381,1,"Burgers, Fast Food, Restaurants",TRUE,'average',FALSE,,'none',FALSE,'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,TRUE,TRUE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,10103,0
38412,311,67555,Wendy's,Pittsburgh,PA,15222,40.4413206,-80.0033629,0,"Fast Food, Restaurants, Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15325,1
38778,677,98219,Wendy's,Pittsburgh,PA,15227,40.36751002,-79.98295013,1,"Fast Food, Restaurants",,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,TRUE,,,,,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,32820,0
39159,1058,83016,Wendy's,Canonsburg,PA,15317,40.2634088,-80.1738737,1,"Restaurants, Burgers, Fast Food",TRUE,,FALSE,,,,'free',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,51101,0
39244,1143,35282,Wendy's,Pittsburgh,PA,15238,40.5380993,-79.8354162,1,"Burgers, Restaurants, Fast Food",,,FALSE,,u'none',FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55714,0
39470,1369,172101,Wendy's,Pittsburgh,PA,15237,40.53807208,-80.01189482,1,"Hot Dogs, Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,TRUE,TRUE,TRUE,FALSE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,66858,0
39471,1370,56824,Wendy's,Bridgeville,PA,15228,40.3680478,-80.1041333,1,"Restaurants, Fast Food, Burgers",FALSE,'average',FALSE,,'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,FALSE,FALSE,TRUE,FALSE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,66875,0
39732,1631,133925,Wendy's,Pittsburgh,PA,15201,40.4691075,-79.9623076,1,"Restaurants, Burgers, Fast Food",TRUE,u'very_loud',FALSE,,'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,TRUE,FALSE,TRUE,FALSE,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,80007,0
39775,1674,67654,Wendy's,Monroeville,PA,15146,40.4275593,-79.7056081,1,"Restaurants, Fast Food, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,82159,0
40355,2254,5452,Wendy's,Pittsburgh,PA,15238,40.4869284,-79.8906252,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,,,TRUE,TRUE,,,,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109403,1
40380,2279,10492,Wendy's,Pittsburgh,PA,15217,40.416731,-79.925176,1,"Restaurants, Fast Food, Burgers",TRUE,u'very_loud',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,110237,0
40431,2330,108299,Wendy's,Penn Hills,PA,15235,40.46376654,-79.82437532,1,"Fast Food, Restaurants, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,113404,0
40586,2485,3887,Wendy's,Bethel Park,PA,15102,40.33822588,-80.02547536,1,"Restaurants, Fast Food, Burgers",FALSE,'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,FALSE,FALSE,TRUE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,120936,0
40632,2531,82160,Wendy's,Pittsburgh,PA,15218,40.42523807,-79.88836233,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,u'none',,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,122318,0
40738,2637,104054,Wendy's,Pittsburgh,PA,15235,40.43034532,-79.81376485,1,"Fast Food, Restaurants, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,127634,0
40825,2724,47778,Wendy's,Pittsburgh,PA,15229,40.517685,-80.0321249,1,"Burgers, Fast Food, Restaurants",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,131755,0
40844,2743,181733,Wendy's,Wexford,PA,15090,40.6081819,-80.0524481,0,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,TRUE,,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,132403,0
40868,2767,65846,Wendy's,Homestead,PA,15120,40.4096774,-79.9018082,1,"Restaurants, Burgers, Fast Food",TRUE,u'quiet',FALSE,,u'none',FALSE,u'free',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,133532,1
40881,2780,72600,Wendy's,Aliquippa,PA,15001,40.5921716,-80.2397829,1,"Burgers, Fast Food, Restaurants",,,,,,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134283,0
40926,2825,48916,Wendy's,Mc Kees Rocks,PA,15136,40.4755186,-80.099449,1,"Fast Food, Hot Dogs, Burgers, Restaurants",TRUE,u'average',FALSE,,,,,TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,FALSE,,,TRUE,,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,136759,0
41049,2948,105087,Wendy's,McKeesport,PA,15131,40.3379492,-79.8086183,1,"Fast Food, Restaurants, Burgers",TRUE,'very_loud',FALSE,,u'none',FALSE,'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,TRUE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,142435,0
42050,764,135033,Wendy's,Montr̩al,QC,H8R 1Y9,45.43103732,-73.6346129,1,"Restaurants, Fast Food, Burgers",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",u'none',FALSE,u'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,1,,,,,,,,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,25788,0
42871,1585,190143,Wendy's,Laval,QC,H7M 3Y8,45.5774269,-73.7102446,1,"Restaurants, Fast Food, Burgers",TRUE,u'quiet',FALSE,,u'none',FALSE,,TRUE,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,FALSE,,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,53764,0
43555,2269,105774,Wendy's,Montr̩al,QC,H3X 2H9,45.4841988,-73.631511,1,"Fast Food, Restaurants, Burgers",TRUE,,FALSE,,,,,TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,FALSE,FALSE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,76700,0
43556,2270,185465,Wendy's,Saint-Leonard,QC,H1S 1K5,45.575601,-73.584678,1,"Fast Food, Restaurants, Burgers",TRUE,,FALSE,,u'none',,,TRUE,,,,,FALSE,,,,FALSE,2,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,76729,0
44851,3565,60384,Wendy's,Kirkland,QC,H9H 3B5,45.449005,-73.8548841,1,"Restaurants, Burgers",,,FALSE,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,121901,0
45825,1,120464,Wendy's,Madison,WI,53716,43.062872,-89.308293,1,"Fast Food, Sandwiches, Restaurants, Burgers",0,,0,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,'free',1,1,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,0,,,,0,1,'casual',,,,,,,,,,,,,,,,,,,,,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,160,0
46062,238,144847,Wendy's,Madison,WI,53704,43.1218414,-89.3179388,1,"Restaurants, Burgers, Fast Food",TRUE,u'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,24943,1
46153,329,60062,Wendy's,Madison,WI,53703,43.0751289,-89.394324,0,"Burgers, Restaurants, Fast Food",TRUE,u'loud',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',,u'free',TRUE,TRUE,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,'casual',,,,,,,,,,,,0,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,37054,1
46618,794,13659,Wendy's,Sun Prairie,WI,53590,43.181679,-89.2258822,1,"Fast Food, Restaurants, Burgers",,,,,u'none',,,FALSE,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,89302,0
6850,4435,101998,Wendys,Surprise,AZ,85378,33.6381538,-112.4211827,1,"Fast Food, Burgers, Restaurants",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,75381,0
8183,5768,106848,Wendys,Peoria,AZ,85383,33.71760499,-112.2731732,1,"Fast Food, Restaurants",,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97582,0
10490,8075,34434,Wendys,Tempe,AZ,85282,33.4079428,-111.9650195,0,"Restaurants, Fast Food",TRUE,u'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,136420,0
12144,24,125801,Wendys,Charlotte,NC,28269,35.3337597,-80.7937128,1,"Restaurants, Fast Food, Burgers",1,u'quiet',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",0,TRUE,FALSE,FALSE,FALSE,0,1,u'casual',,,,,,,,,,,,1,,,,,,,,,10:0-14:0,10:0-14:0,10:0-14:0,10:0-14:0,10:0-14:0,10:0-14:0,10:0-14:0,1037,0
